# Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
18,saturday,adult,male,junior high,employee,junior,unknown,governmental,unknown,no,office,twoway broken lines,tangent flat,y shape,asphalt,dry,lights,normal,vehicle,3,1,backward,unknown,unknown,unknown,unknown,unknown,normal,none,distance,slight
18,saturday,young,male,high school,employee,intermediate,other,owner,used,unknown,church,undivided,tangent flat,y shape,asphalt,dry,lights,normal,vehicle,3,1,straight,driver,male,senior,2,unknown,unknown,none,overtaking,slight
18,saturday,unknown,male,junior high,employee,intermediate,car,governmental,unknown,unknown,office,twoway broken lines,tangent flat,y shape,asphalt,dry,lights,normal,vehicle,3,1,other,unknown,unknown,unknown,unknown,unknown,unknown,none,other,slight
16,saturday,senior,male,junior high,employee,junior,pickup,governmental,unknown,unknown,residential,twoway broken lines,tangent flat,crossing,asphalt,wet,daylight,other,roadside object,2,2,other,passenger,female,minor,3,unknown,unknown,none,other,slight
16,saturday,adult,male,elementary,employee,experienced,car,owner,unknown,unknown,school,twoway broken lines,tangent flat,crossing,asphalt,wet,daylight,other,vehicle,2,2,straight,pedestrian,male,senior,3,self-employed,normal,none,lane change right,slight
10,wednesday,adult,male,junior high,employee,experienced,bus,owner,unknown,unknown,office,undivided,tangent flat,unknown,asphalt,wet,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,pedestrian violation,slight
10,wednesday,senior,male,junior high,employee,junior,car,owner,old,unknown,other,undivided,tangent flat,unknown,asphalt,wet,daylight,normal,vehicle,2,1,straight,driver,male,adult,3,unknown,unknown,none,priority violation,slight
10,sunday,young,male,elementary,other,experienced,other,owner,unknown,unknown,other,double carriageway,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,2,straight,driver,male,young,3,unknown,unknown,none,lane change left,slight
10,sunday,young,male,junior high,employee,intermediate,bus,governmental,unknown,no,other,double carriageway,tangent flat,no junction,asphalt,dry,daylight,normal,rollover,2,2,other,unknown,unknown,unknown,unknown,driver,normal,none,lane change left,slight
10,sunday,young,male,elementary,employee,experienced,car,owner,old,no,other,twoway broken lines,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,2,straight,driver,male,young,3,driver,normal,none,overtaking,slight
20,sunday,young,male,junior high,employee,veteran,truck,owner,unknown,no,office,double carriageway,tangent grade,y shape,asphalt,dry,lights,normal,vehicle,3,2,exiting,unknown,unknown,unknown,unknown,self-employed,normal,none,distance,slight
20,sunday,young,male,junior high,employee,veteran,truck,owner,unknown,unknown,office,twoway broken lines,tangent flat,y shape,asphalt,dry,lights,normal,roadside object,3,2,straight,driver,male,minor,3,driver,normal,none,priority violation,slight
20,sunday,adult,male,elementary,owner,intermediate,truck,owner,unknown,unknown,office,unknown,tangent grade,y shape,asphalt,dry,lights,normal,vehicle,3,2,straight,driver,male,senior,3,driver,normal,none,lane change right,slight
18,saturday,unknown,female,elementary,employee,experienced,car,owner,unknown,unknown,office,unknown,tangent grade,y shape,asphalt,dry,daylight,unknown,vehicle,1,1,straight,passenger,male,adult,3,self-employed,normal,none,lane change left,slight
13,tuesday,unknown,male,junior high,owner,junior,truck,owner,unknown,unknown,office,oneway,tangent flat,y shape,gravel,dry,daylight,normal,vehicle,2,1,straight,passenger,female,young,3,self-employed,normal,none,distance,slight
13,tuesday,young,male,elementary,employee,veteran,unknown,unknown,unknown,unknown,office,twoway broken lines,tangent flat,y shape,asphalt,dry,daylight,normal,roadside object,2,1,straight,driver,male,young,3,driver,normal,none,careless,slight
7,thursday,adult,male,junior high,employee,experienced,bus,owner,unknown,unknown,office,unknown,tangent flat,t shape,asphalt,dry,daylight,normal,roadside object,2,1,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,pedestrian violation,slight
7,thursday,unknown,male,junior high,employee,intermediate,car,owner,old,unknown,other,undivided,tangent flat,t shape,asphalt,dry,daylight,normal,vehicle,2,1,backward,driver,male,adult,3,unknown,unknown,none,careless,slight
21,thursday,adult,male,elementary,employee,veteran,car,owner,unknown,no,other,twoway broken lines,tangent flat,no junction,asphalt,dry,lights,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,backward,slight
21,thursday,unknown,female,junior high,employee,intermediate,car,unknown,used,no,residential,twoway broken lines,tangent flat,no junction,asphalt,dry,lights,normal,roadside object,2,1,other,passenger,male,adult,3,unknown,unknown,none,distance,slight
12,friday,young,male,elementary,employee,veteran,truck,owner,unknown,no,other,twoway broken lines,tangent flat,y shape,asphalt,wet,daylight,raining,roadside object,1,1,straight,passenger,female,young,3,self-employed,normal,none,distance,slight
19,friday,young,male,junior high,employee,veteran,other,owner,old,no,other,twoway broken lines,tangent flat,y shape,asphalt,wet,lights,normal,vehicle,4,4,straight,passenger,female,young,3,driver,normal,none,distance,slight
19,friday,young,male,junior high,employee,intermediate,pickup,governmental,unknown,no,other,twoway broken lines,tangent flat,y shape,asphalt,wet,lights,normal,vehicle,4,4,straight,passenger,male,young,3,employee,normal,none,lane change left,slight
19,friday,young,male,junior high,employee,veteran,unknown,owner,old,unknown,other,undivided,tangent flat,y shape,asphalt,wet,lights,normal,vehicle,4,4,straight,driver,male,young,3,driver,normal,none,lane change left,slight
19,friday,young,male,junior high,employee,veteran,truck,owner,unknown,unknown,industrial,undivided,tangent flat,y shape,asphalt,wet,lights,normal,roadside object,4,4,unknown,unknown,unknown,unknown,unknown,driver,normal,none,backward,slight
19,friday,unknown,female,junior high,employee,novice,car,owner,old,unknown,industrial,undivided,tangent flat,y shape,asphalt,wet,lights,normal,vehicle,4,4,backward,driver,male,young,3,driver,normal,none,lane change right,slight
19,friday,unknown,female,junior high,owner,veteran,bus,owner,unknown,no,church,double carriageway,tangent flat,y shape,asphalt,wet,lights,normal,parked vehicle,4,4,unknown,passenger,female,senior,3,driver,normal,none,priority violation,slight
17,tuesday,senior,male,high school,other,veteran,car,owner,unknown,no,other,undivided,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,male,young,3,driver,normal,none,backward,slight
17,tuesday,adult,male,junior high,employee,experienced,truck,owner,aged,unknown,other,undivided,tangent flat,no junction,dirt,dry,daylight,normal,roadside object,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,careless,slight
17,friday,adult,male,elementary,unknown,unknown,bus,owner,unknown,no,office,undivided,tangent flat,no junction,asphalt,dry,daylight,unknown,vehicle,3,3,unknown,unknown,unknown,unknown,unknown,employee,normal,none,careless,slight
17,friday,adult,male,junior high,employee,experienced,motorcycle,owner,unknown,no,office,undivided,tangent flat,no junction,unknown,dry,daylight,unknown,vehicle,3,3,straight,driver,male,adult,3,driver,normal,none,drugs,slight
17,friday,adult,male,junior high,employee,experienced,bus,governmental,new,unknown,residential,twoway broken lines,tangent flat,no junction,unknown,dry,daylight,unknown,vehicle,3,3,straight,driver,male,adult,2,employee,normal,none,pedestrian violation,slight
17,friday,adult,male,junior high,owner,novice,truck,owner,unknown,no,industrial,undivided,tangent flat,no junction,asphalt,dry,daylight,unknown,vehicle,3,3,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,priority violation,slight
17,friday,adult,male,junior high,employee,experienced,car,owner,unknown,no,office,undivided,tangent flat,no junction,dirt,dry,daylight,unknown,vehicle,3,3,straight,pedestrian,male,minor,3,driver,normal,none,careless,slight
7,wednesday,adult,male,elementary,employee,intermediate,truck,owner,unknown,no,other,undivided,tangent flat,no junction,asphalt,wet,daylight,raining,parked vehicle,3,1,straight,pedestrian,male,senior,3,driver,normal,nearside crossing blocked,backward,slight
7,wednesday,adult,male,junior high,owner,intermediate,car,owner,unknown,unknown,other,twoway broken lines,tangent flat,no junction,asphalt,wet,daylight,raining,parked vehicle,3,1,straight,driver,male,young,3,self-employed,normal,none,careless,slight
7,wednesday,adult,male,elementary,employee,intermediate,pickup,owner,unknown,no,residential,undivided,tangent flat,no junction,dirt,wet,daylight,raining,animal,3,1,straight,pedestrian,female,young,3,self-employed,normal,none,priority violation,slight
15,wednesday,unknown,male,junior high,owner,intermediate,car,owner,unknown,unknown,office,twoway broken lines,tangent flat,no junction,asphalt,dry,daylight,normal,animal,1,1,other,unknown,unknown,unknown,unknown,driver,normal,none,lane change right,serious
6,thursday,adult,male,junior high,employee,veteran,car,organization,unknown,unknown,residential,other,tangent flat,crossing,asphalt,dry,lights,normal,animal,2,1,straight,driver,male,young,3,driver,normal,none,lane change left,slight
6,thursday,young,male,junior high,employee,intermediate,unknown,owner,unknown,unknown,office,twoway broken lines,tangent flat,crossing,asphalt,dry,lights,normal,animal,2,1,straight,driver,male,adult,3,self-employed,normal,none,priority violation,slight
14,sunday,adult,male,junior high,employee,junior,other,unknown,unknown,unknown,church,twoway broken lines,tangent flat,y shape,asphalt,dry,daylight,normal,animal,3,2,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,careless,slight
14,sunday,adult,male,junior high,employee,intermediate,car,organization,old,unknown,residential,twoway broken lines,tangent flat,y shape,asphalt,dry,daylight,normal,animal,3,2,straight,passenger,female,minor,3,driver,normal,none,backward,slight
14,sunday,senior,male,junior high,employee,junior,bus,owner,aged,unknown,school,other,tangent flat,y shape,asphalt,dry,daylight,normal,animal,3,2,straight,pedestrian,male,adult,3,driver,normal,none,overtaking,slight
14,sunday,senior,male,junior high,employee,experienced,bus,owner,old,unknown,hospital,other,downhill,y shape,asphalt,dry,daylight,normal,animal,3,2,straight,unknown,unknown,unknown,unknown,driver,normal,none,lane change left,slight
14,sunday,young,male,junior high,employee,experienced,car,owner,used,unknown,other,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,animal,3,2,backward,driver,female,young,3,driver,normal,none,lane change right,slight
14,sunday,unknown,male,elementary,owner,intermediate,bus,owner,unknown,unknown,school,double carriageway,tangent flat,y shape,asphalt,dry,daylight,normal,animal,3,2,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,overtaking,slight
7,wednesday,young,male,elementary,employee,novice,bus,owner,aged,no,other,other,tangent flat,y shape,asphalt,wet,daylight,normal,animal,1,1,straight,driver,male,adult,3,unknown,normal,none,overloading,serious
10,thursday,senior,male,unknown,unknown,unknown,truck,owner,old,unknown,industrial,undivided,tangent flat,unknown,asphalt,dry,daylight,normal,animal,1,1,straight,passenger,female,young,3,driver,normal,none,other,serious
14,saturday,young,male,junior high,employee,veteran,car,owner,unknown,no,church,twoway broken lines,tangent flat,other,asphalt,wet,daylight,other,other,2,1,straight,pedestrian,female,adult,3,unknown,unknown,none,priority violation,slight
14,saturday,unknown,female,high school,employee,junior,pickup,owner,unknown,no,office,twoway broken lines,tangent flat,other,asphalt,wet,daylight,other,rollover,2,1,straight,driver,male,young,3,unknown,unknown,none,lane change right,slight
19,monday,unknown,female,junior high,owner,experienced,pickup,owner,unknown,no,other,twoway broken lines,tangent flat,no junction,asphalt,wet,lights,raining,animal,2,2,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,backward,slight
19,monday,young,male,junior high,employee,junior,truck,owner,unknown,no,office,double carriageway,tangent flat,no junction,asphalt,wet,lights,raining,rollover,2,2,straight,driver,male,minor,3,driver,normal,none,lane change left,slight
19,monday,young,male,junior high,employee,veteran,car,owner,unknown,no,office,double carriageway,tangent flat,no junction,asphalt,wet,lights,raining,animal,2,2,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,pedestrian violation,slight
10,tuesday,unknown,male,junior high,employee,novice,car,governmental,unknown,no,office,double carriageway,tangent flat,no junction,asphalt,dry,daylight,normal,animal,2,1,straight,pedestrian,female,senior,3,unknown,unknown,none,distance,slight
10,tuesday,young,male,elementary,employee,intermediate,motorcycle,owner,unknown,no,residential,double carriageway,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,1,straight,passenger,female,young,3,driver,normal,none,priority violation,slight
15,wednesday,adult,male,junior high,employee,experienced,unknown,owner,unknown,no,office,double carriageway,tangent flat,no junction,asphalt,dry,daylight,normal,fall,1,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,distance,slight
11,saturday,young,male,elementary,employee,experienced,other,owner,used,unknown,other,undivided,tangent flat,no junction,asphalt,dry,daylight,normal,parked vehicle,1,1,straight,pedestrian,male,senior,3,driver,normal,none,distance,slight
6,tuesday,young,male,junior high,owner,junior,car,owner,used,unknown,industrial,oneway,unknown,other,asphalt,dry,daylight,normal,parked vehicle,2,1,other,unknown,unknown,unknown,unknown,driver,normal,none,backward,slight
6,tuesday,adult,male,junior high,employee,experienced,car,owner,unknown,no,other,oneway,tangent flat,other,asphalt,dry,daylight,normal,rollover,2,1,straight,pedestrian,male,minor,3,unknown,unknown,none,lane change right,slight
1,wednesday,adult,male,unknown,other,unknown,unknown,owner,unknown,no,office,double carriageway,tangent flat,y shape,asphalt,wet,lights,normal,animal,2,1,straight,pedestrian,male,young,3,driver,normal,nearside crossing blocked,pedestrian violation,slight
1,wednesday,unknown,male,high school,employee,intermediate,bus,governmental,unknown,unknown,office,twoway broken lines,tangent flat,y shape,asphalt,wet,lights,normal,animal,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,backward,slight
8,monday,minor,male,junior high,employee,junior,car,governmental,unknown,no,unknown,double carriageway,tangent flat,o shape,asphalt,wet,daylight,raining,fall,2,1,straight,driver,male,young,3,unknown,unknown,none,improper exit,slight
8,monday,unknown,male,junior high,employee,experienced,other,owner,unknown,unknown,other,unknown,tangent flat,o shape,asphalt,wet,daylight,raining,parked vehicle,2,1,straight,driver,male,young,3,unknown,unknown,none,overtaking,slight
12,thursday,unknown,male,junior high,employee,intermediate,car,owner,unknown,unknown,office,double carriageway,tangent flat,crossing,asphalt,dry,daylight,normal,animal,2,2,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,overloading,slight
12,thursday,adult,male,junior high,employee,unlicensed,other,owner,unknown,no,office,twoway broken lines,tangent flat,crossing,asphalt,dry,daylight,normal,animal,2,2,straight,pedestrian,male,adult,3,unknown,unknown,unknown,lane change right,slight
12,thursday,adult,male,junior high,employee,veteran,truck,owner,old,unknown,office,undivided,tangent flat,crossing,asphalt,dry,daylight,normal,pedestrian,2,2,other,driver,male,young,3,driver,normal,none,parking violation,slight
16,thursday,adult,male,junior high,employee,veteran,pickup,owner,unknown,unknown,other,undivided,tangent flat,no junction,asphalt,wet,daylight,raining,vehicle,2,2,straight,unknown,unknown,unknown,unknown,driver,normal,none,other,fatal
16,thursday,adult,male,junior high,employee,experienced,bus,owner,unknown,no,other,undivided,tangent flat,no junction,asphalt,wet,daylight,raining,vehicle,2,2,straight,pedestrian,female,young,3,driver,normal,nearside crossing blocked,lane change left,fatal
16,thursday,senior,male,high school,employee,intermediate,car,owner,unknown,no,recreational,undivided,tangent flat,no junction,asphalt,wet,daylight,raining,pedestrian,2,2,straight,pedestrian,male,minor,3,driver,normal,none,lane change right,fatal
17,wednesday,unknown,female,high school,owner,intermediate,pickup,owner,unknown,no,church,undivided,tangent flat,no junction,gravel,dry,daylight,unknown,vehicle,2,1,straight,pedestrian,female,senior,3,driver,normal,none,pedestrian violation,slight
17,wednesday,young,male,junior high,employee,novice,car,other,recent,no,recreational,other,tangent flat,no junction,asphalt,dry,daylight,unknown,roadside object,2,1,straight,driver,male,adult,3,driver,normal,none,speeding,slight
5,tuesday,adult,male,junior high,owner,veteran,truck,owner,old,no,school,other,tangent flat,no junction,asphalt,wet,lights,other,vehicle,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,lane change left,serious
5,tuesday,unknown,female,junior high,employee,veteran,car,owner,unknown,no,church,double carriageway,tangent flat,no junction,asphalt,wet,lights,other,vehicle,2,1,straight,pedestrian,male,young,3,driver,normal,none,priority violation,serious
6,wednesday,senior,male,elementary,employee,intermediate,truck,owner,old,unknown,office,unknown,tangent flat,other,asphalt,wet,lights,normal,vehicle,2,1,straight,driver,male,young,3,unknown,unknown,none,lane change right,fatal
6,wednesday,young,male,junior high,employee,intermediate,truck,owner,used,unknown,residential,oneway,downhill,other,asphalt,wet,lights,normal,rollover,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,distance,fatal
9,tuesday,senior,male,unknown,employee,veteran,truck,owner,unknown,no,other,oneway,tangent flat,no junction,asphalt,dry,daylight,cloudy,vehicle,2,1,backward,driver,male,young,3,driver,normal,none,pedestrian violation,slight
9,tuesday,unknown,male,elementary,employee,experienced,bus,owner,unknown,no,other,undivided,tangent flat,no junction,asphalt,dry,daylight,cloudy,vehicle,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,distance,slight
14,saturday,minor,male,junior high,employee,novice,car,governmental,recent,no,industrial,oneway,tangent flat,crossing,asphalt,wet,daylight,normal,vehicle,2,1,straight,pedestrian,male,young,2,unknown,unknown,none,priority violation,slight
14,saturday,young,male,elementary,employee,novice,other,governmental,recent,no,church,other,downhill,crossing,asphalt,wet,daylight,normal,pedestrian,2,1,straight,pedestrian,male,senior,3,unknown,unknown,none,other,slight
17,thursday,young,male,junior high,employee,novice,other,organization,recent,no,office,other,tangent flat,y shape,asphalt,wet,lights,other,vehicle,2,3,straight,driver,female,adult,3,driver,normal,none,careless,slight
17,thursday,adult,male,junior high,employee,experienced,other,owner,unknown,no,office,undivided,tangent flat,y shape,asphalt,wet,lights,other,roadside object,2,3,backward,unknown,unknown,unknown,unknown,driver,normal,none,lane change left,slight
17,thursday,adult,male,junior high,owner,experienced,car,owner,unknown,unknown,office,double carriageway,tangent flat,y shape,asphalt,wet,lights,other,vehicle,2,3,straight,pedestrian,male,senior,3,driver,normal,nearside crossing blocked,careless,slight
17,thursday,adult,male,high school,owner,experienced,other,owner,used,unknown,other,twoway broken lines,tangent flat,y shape,asphalt,wet,lights,other,rollover,2,3,other,driver,female,adult,3,driver,normal,none,lane change left,slight
19,friday,young,male,junior high,employee,experienced,truck,owner,unknown,unknown,office,undivided,tangent flat,no junction,asphalt,wet,lights,normal,vehicle,1,1,other,unknown,unknown,unknown,unknown,self-employed,normal,none,priority violation,slight
13,monday,senior,male,junior high,employee,intermediate,bus,owner,unknown,no,other,double carriageway,tangent flat,no junction,gravel,dry,daylight,normal,vehicle,3,1,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,distance,slight
13,monday,adult,male,elementary,employee,experienced,truck,owner,aged,no,industrial,twoway broken lines,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,3,1,straight,driver,male,adult,3,driver,normal,none,lane change right,slight
13,monday,unknown,male,junior high,employee,intermediate,bus,owner,unknown,no,residential,other,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,3,1,straight,pedestrian,male,young,3,unknown,unknown,nearside crossing,lane change right,slight
12,monday,young,male,junior high,employee,novice,truck,owner,unknown,no,other,twoway broken lines,tangent flat,t shape,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,male,adult,3,unknown,unknown,none,high speed,slight
12,monday,minor,male,elementary,employee,intermediate,other,owner,old,unknown,other,oneway,tangent flat,t shape,asphalt,dry,daylight,normal,roadside object,2,1,other,unknown,unknown,unknown,unknown,unknown,unknown,none,distance,slight
8,monday,adult,male,junior high,employee,intermediate,truck,owner,recent,no,other,oneway,tangent flat,no junction,dirt,dry,daylight,unknown,vehicle,2,1,straight,pedestrian,male,young,3,driver,normal,unknown,lane change right,slight
8,monday,unknown,male,junior high,employee,intermediate,unknown,owner,unknown,unknown,other,undivided,tangent flat,no junction,asphalt,dry,daylight,unknown,vehicle,2,1,exiting,driver,male,adult,3,unknown,normal,none,lane change left,slight
18,sunday,young,male,junior high,employee,experienced,bus,unknown,unknown,unknown,other,twoway broken lines,tangent flat,no junction,asphalt,dry,lights,normal,roadside object,1,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,improper exit,slight
11,saturday,young,male,junior high,employee,experienced,truck,governmental,new,no,residential,other,downhill,crossing,unknown,dry,daylight,normal,roadside object,2,1,straight,driver,male,young,3,driver,normal,none,other,slight
11,saturday,minor,male,junior high,employee,unknown,other,owner,unknown,no,office,twoway broken lines,tangent flat,crossing,gravel,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,other,slight
12,friday,unknown,male,junior high,owner,experienced,other,owner,unknown,unknown,office,twoway broken lines,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,2,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,distance,slight
12,friday,minor,male,junior high,employee,intermediate,car,owner,unknown,no,other,twoway broken lines,tangent flat,no junction,unknown,dry,daylight,normal,vehicle,2,2,straight,driver,female,adult,3,driver,normal,none,priority violation,slight
12,friday,minor,male,junior high,employee,novice,truck,owner,aged,no,other,oneway,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,2,straight,driver,male,senior,3,driver,normal,none,overtaking,slight
15,saturday,adult,male,junior high,employee,junior,pickup,owner,unknown,no,office,twoway broken lines,tangent flat,y shape,dirt,dry,daylight,normal,roadside object,1,1,backward,unknown,unknown,unknown,unknown,driver,normal,none,pedestrian violation,serious
7,monday,young,male,junior high,employee,novice,car,owner,used,unknown,office,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,2,straight,unknown,unknown,unknown,unknown,driver,normal,none,distance,slight
7,monday,adult,male,junior high,employee,veteran,unknown,owner,unknown,no,other,twoway broken lines,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,2,other,driver,male,senior,3,driver,normal,none,lane change right,slight
7,monday,adult,male,junior high,employee,novice,other,owner,unknown,no,other,twoway broken lines,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,2,straight,pedestrian,female,adult,2,driver,normal,none,careless,slight
18,thursday,unknown,male,junior high,employee,intermediate,car,governmental,unknown,unknown,residential,twoway broken lines,tangent flat,other,asphalt,dry,lights,other,vehicle,1,1,straight,driver,male,young,3,driver,normal,none,lane change right,slight
6,saturday,adult,male,junior high,employee,junior,car,owner,recent,no,other,undivided,tangent flat,no junction,asphalt,wet,darkness,raining,vehicle,1,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,overtaking,serious
20,thursday,young,male,elementary,employee,experienced,other,owner,unknown,no,office,undivided,tangent flat,y shape,dirt,wet,lights,raining,vehicle,3,2,straight,pedestrian,male,young,3,driver,normal,nearside crossing blocked,other,slight
20,thursday,adult,male,junior high,owner,novice,unknown,owner,used,no,office,undivided,tangent flat,y shape,asphalt,wet,lights,raining,roadside object,3,2,unknown,pedestrian,female,young,3,driver,normal,none,lane violation,slight
20,thursday,minor,male,junior high,employee,novice,horse,unknown,unknown,unknown,other,undivided,tangent flat,y shape,asphalt,wet,lights,raining,vehicle,3,2,backward,driver,male,minor,3,unknown,unknown,none,high speed,slight
11,thursday,young,male,basic literacy,employee,novice,unknown,owner,unknown,unknown,other,unknown,tangent flat,no junction,asphalt,wet,daylight,raining,pedestrian,2,1,unknown,unknown,unknown,unknown,unknown,self-employed,normal,none,unknown,slight
11,thursday,senior,male,junior high,employee,junior,other,owner,aged,unknown,other,undivided,tangent flat,no junction,asphalt,wet,daylight,raining,roadside object,2,1,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,lane change right,slight
20,monday,young,male,elementary,owner,experienced,truck,owner,unknown,no,office,unknown,tangent flat,y shape,asphalt,dry,lights,normal,roadside object,2,1,straight,driver,male,young,3,driver,normal,none,distance,slight
20,monday,adult,male,junior high,employee,intermediate,truck,owner,aged,no,office,twoway broken lines,tangent flat,y shape,asphalt,dry,lights,normal,vehicle,2,1,unknown,pedestrian,female,minor,3,driver,normal,none,other,slight
8,friday,unknown,male,junior high,owner,novice,truck,owner,unknown,no,other,twoway broken lines,downhill,y shape,asphalt,wet,daylight,other,rollover,1,1,straight,driver,male,adult,3,self-employed,normal,none,priority violation,slight
18,friday,adult,male,basic literacy,employee,experienced,car,owner,aged,no,church,other,tangent flat,no junction,asphalt,dry,lights,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,lane change left,slight
18,friday,unknown,male,basic literacy,employee,experienced,truck,governmental,unknown,no,industrial,undivided,tangent flat,no junction,asphalt,dry,lights,normal,vehicle,2,1,straight,passenger,male,adult,3,unknown,unknown,none,pedestrian violation,slight
9,monday,young,male,junior high,employee,experienced,car,organization,used,unknown,other,undivided,tangent flat,no junction,asphalt,dry,daylight,other,vehicle,2,1,straight,driver,male,minor,3,employee,normal,none,overtaking,slight
9,monday,adult,male,junior high,employee,intermediate,car,owner,old,no,other,twoway broken lines,tangent flat,no junction,asphalt,dry,daylight,other,vehicle,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,careless,slight
16,wednesday,unknown,female,junior high,employee,veteran,pickup,owner,recent,unknown,office,undivided,tangent mountain,no junction,dirt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,priority violation,slight
16,wednesday,adult,male,junior high,employee,experienced,car,owner,unknown,no,other,oneway,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,female,adult,3,unknown,unknown,none,pedestrian violation,slight
15,monday,unknown,male,junior high,employee,veteran,unknown,owner,unknown,no,recreational,undivided,downhill,no junction,asphalt,dry,daylight,normal,vehicle,1,1,other,unknown,unknown,unknown,unknown,driver,normal,none,lane change right,slight
16,thursday,unknown,male,junior high,employee,intermediate,car,governmental,unknown,no,other,twoway broken lines,downhill,no junction,asphalt,dry,daylight,normal,vehicle,1,1,straight,driver,male,young,3,driver,normal,none,careless,slight
17,friday,senior,male,junior high,employee,novice,unknown,governmental,old,no,church,twoway broken lines,tangent flat,no junction,asphalt,dry,lights,normal,roadside object,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,lane change right,slight
17,friday,young,male,junior high,employee,novice,truck,owner,unknown,unknown,residential,undivided,tangent flat,no junction,other,dry,lights,normal,vehicle,2,1,straight,driver,male,young,3,driver,normal,none,lane change right,slight
17,monday,unknown,male,junior high,owner,experienced,bus,owner,old,no,office,twoway broken lines,unknown,y shape,gravel,wet,lights,raining,vehicle,1,1,straight,pedestrian,female,adult,3,driver,normal,none,lane change left,slight
9,tuesday,unknown,male,junior high,employee,intermediate,pickup,owner,used,no,other,twoway broken lines,tangent flat,no junction,gravel,dry,daylight,normal,vehicle,2,1,straight,pedestrian,female,adult,3,self-employed,normal,none,rollover,slight
9,tuesday,young,male,elementary,employee,novice,unknown,governmental,used,unknown,office,undivided,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,1,straight,pedestrian,female,adult,3,self-employed,normal,none,careless,slight
3,monday,young,male,junior high,employee,intermediate,other,owner,unknown,unknown,office,other,tangent flat,y shape,asphalt,wet,lights,raining,pedestrian,1,1,backward,unknown,unknown,unknown,unknown,self-employed,normal,none,distance,slight
16,tuesday,unknown,male,junior high,employee,experienced,truck,owner,unknown,no,other,oneway,escarpment,no junction,dirt,dry,daylight,normal,vehicle,2,1,straight,driver,male,young,3,self-employed,normal,none,careless,slight
16,tuesday,minor,male,high school,employee,veteran,car,owner,unknown,no,residential,undivided,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,lane change left,slight
15,sunday,adult,male,high school,employee,veteran,pickup,owner,unknown,no,recreational,oneway,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,male,young,2,self-employed,normal,none,priority violation,slight
